,cat,word/character,pronunciation,definition,code,alt,full_pronunciation
2664,1114,偷,tōu,steal,t,,tōu
2665,1115,阴,yīn,opposite of 阳 yáng,s,,yīn
2666,1115,陰,yīn,opposite of 陽 yáng,t,,yīn
2667,1116,汽,qì,"vapor, steam",s,,qì
2668,1116,汽,qì,"vapor, steam",t,,qì
2669,1117,拜,bài,"honor, worship",s,,bài
2670,1117,拜,bài,"honor, worship",t,,bài
2671,1118,横,héng,horizontal,s,,héng
2672,1118,橫,héng,horizontal,t,,héng
2673,1118,横,hèng,perverse,s,,hèng
2674,1118,橫,hèng,perverse,t,,hèng
2675,1119,鼓,gǔ,"beat, play, drum, arouse",s,,gǔ
2676,1119,鼓,gǔ,"beat, play, drum, arouse",t,,gǔ
2677,1120,健,jiàn,健康 jiànkāng health,s,,jiàn
2678,1120,健,jiàn,健康 jiànkāng health,t,,jiàn
2679,1121,厚,hòu,"thick, deep, kind, rich (food) (compare with 薄 báo thin)",s,,hòu
2680,1121,厚,hòu,"thick, deep, kind, rich (food) (compare with 薄 báo thin)",t,,hòu
2681,1122,签,qiān,"签订 qiāndìng conclude and sign (treaty, etc)",s,,qiān
2682,1122,簽,qiān,"簽訂 qiāndìng conclude and sign (treaty, etc)",t,,qiān
2683,1123,丹,dān,"cinnabar, red",s,,dān
2684,1123,丹,dān,"cinnabar, red",t,,dān
2685,1124,洛,Luò,name of a river in 河南 Hénán and 陕西 Shǎnxī,s,,Luò
2686,1124,洛,Luò,name of a river in 河南 Hénán and 陝西 Shǎnxī,t,,Luò
2687,1125,喊,hǎn,"(Equivalent:  喊叫 hǎnjiào, 呼喊 hūhǎn, 叫喊 jiàohǎn) shout, cry out",s,,hǎn
2688,1125,喊,hǎn,"(Equivalent:  喊叫 hǎnjiào, 呼喊 hūhǎn, 叫喊 jiàohǎn) shout, cry out",t,,hǎn
2689,1126,蓉,róng,(Equivalent:  城都 Chéngdū),s,,róng
2690,1126,蓉,róng,(Equivalent:  城都 Chéngdū),t,,róng
2691,1127,轮,lún,wheel,s,,lún
2692,1127,輪,lún,wheel,t,,lún
2693,1128,岸,àn,shore,s,,àn
2694,1128,岸,àn,shore,t,,àn
2695,1129,奶,nǎi,"breasts, milk",s,,nǎi
2696,1129,奶,nǎi,"breasts, milk",t,,nǎi
2697,1130,淡,dàn,"thin, light",s,,dàn
2698,1130,淡,dàn,"thin, light",t,,dàn
2699,1131,潮,cháo,tide,s,,cháo
2700,1131,潮,cháo,tide,t,,cháo
2701,1132,训,xùn,lesson,s,,xùn
2702,1132,訓,xùn,lesson,t,,xùn
2703,1133,圆,yuán,"round, circle",s,,yuán
2704,1133,圓,yuán,"round, circle",t,,yuán
2705,1134,卷,juǎn,roll,s,,juǎn
2706,1134,捲,juǎn,roll,t,,juǎn
2707,1134,卷,juàn,"volume, book, exam paper",s,,juàn
2708,1134,捲,juàn,"volume, book, exam paper",t,,juàn
2709,1134,卷,quán,(Equivalent:  鬈 quán) curly hair,s,,quán
2710,1134,捲,quán,(Equivalent:  鬈 quán) curly hair,t,,quán
2711,1135,释,shì,解释 jiěshì explain,s,,shì
2712,1135,釋,shì,解釋 jiěshì explain,t,,shì
2713,1136,诸,zhū,"all, various, <family name>",s,,zhū
2714,1136,諸,zhū,"all, various, <family name>",t,,zhū
2715,1137,妙,miào,"wonderful, subtle",s,,miào
2716,1137,妙,miào,"wonderful, subtle",t,,miào
2717,1138,唯,wéi,唯物主义 wéiwùzhǔyì materialism,s,,wéi
2718,1138,唯,wéi,唯物主義 wéiwùzhǔyì materialism,t,,wéi
2719,1138,唯,wěi,<expressing acceptance of a request/command>,s,,wěi
2720,1138,唯,wěi,<expressing acceptance of a request/command>,t,,wěi
2721,1139,夺,duó,force one's way,s,,duó
2722,1139,奪,duó,force one's way,t,,duó
2723,1140,逐,zhú,"expel, pursue, one by one",s,,zhú
2724,1140,逐,zhú,"expel, pursue, one by one",t,,zhú
2725,1141,燕,yàn,(Equivalent:  燕子 yànzi) swallow (bird),s,,yàn
2726,1141,燕,yàn,(Equivalent:  燕子 yànzi) swallow (bird),t,,yàn
2727,1141,燕,Yān,<family name>,s,,Yān
2728,1141,燕,Yān,<family name>,t,,Yān
2729,1142,呆,dāi,"stupid, silly, foolish, stay",s,,dāi
2730,1142,呆,dāi,"stupid, silly, foolish, stay",t,,dāi
2731,1143,测,cè,"(测量 cèliáng) survey, measure",s,,cè
2732,1143,測,cè,"(測量 cèliáng) survey, measure",t,,cè
2733,1144,浪,làng,(Equivalent:  波浪 bōlàng) wave (of water),s,,làng
2734,1144,浪,làng,(Equivalent:  波浪 bōlàng) wave (of water),t,,làng
2735,1145,抽,chōu,take out,s,,chōu
2736,1145,抽,chōu,take out,t,,chōu
2737,1146,盖,gài,"cover, shell",s,,gài
2738,1146,蓋,gài,"cover, shell",t,,gài
2739,1147,偏,piān,"slanting, leaning",s,,piān
2740,1147,偏,piān,"slanting, leaning",t,,piān
2741,1148,阅,yuè,"experience, pass through, review",s,,yuè
2742,1148,閱,yuè,"experience, pass through, review",t,,yuè
2743,1149,购,gòu,(购买 gòumǎi) purchase,s,,gòu
2744,1149,購,gòu,(購買 gòumǎi) purchase,t,,gòu
2745,1150,途,tú,"way, route",s,,tú
2746,1150,途,tú,"way, route",t,,tú
2747,1151,纵,zòng,longitudinally,s,,zòng
2748,1151,縱,zòng,longitudinally,t,,zòng
2749,1152,耶,yé,"<archaic interrogative particle>, (Equivalent:  爷 yé) grandfather",s,,yé
2750,1152,耶,yé,"<archaic interrogative particle>, (Equivalent:  爺 yé) grandfather",t,,yé
2751,1153,摸,mō,"feel, stroke",s,,mō
2752,1153,摸,mō,"feel, stroke",t,,mō
2753,1154,挂,guà,"hang, put up",s,,guà
2754,1154,掛,guà,"hang, put up",t,,guà
2755,1155,航,háng,"sail, fly",s,,háng
2756,1155,航,háng,"sail, fly",t,,háng
2757,1156,择,zé,(Equivalent:  选择 xuǎnzé) choose,s,,zé
2758,1156,擇,zé,(Equivalent:  選擇 xuǎnzé) choose,t,,zé
2759,1156,择,zhái,choose,s,,zhái
2760,1156,擇,zhái,choose,t,,zhái
2761,1157,恨,hèn,hate,s,,hèn
2762,1157,恨,hèn,hate,t,,hèn
2763,1158,舍,shè,宿舍 sùshè dormitory,s,,shè
2764,1158,捨,shè,宿捨 sùshè dormitory,t,,shè
2765,1158,捨,shě,give up,t,,shě
2766,1158,舍,shě,"(Traditional: 舍) give up, abandon",s,,shě
2767,1159,拳,quán,box (with fists),s,,quán
2768,1159,拳,quán,box (with fists),t,,quán
2769,1160,竹,zhú,bamboo,s,,zhú
2770,1160,竹,zhú,bamboo,t,,zhú
2771,1161,唐,táng,"<family name>, Tang Dynasty, boastfull, exaggerated",s,,táng
2772,1161,唐,táng,"<family name>, Tang Dynasty, boastfull, exaggerated",t,,táng
2773,1162,誉,yù,praise,s,,yù
2774,1162,譽,yù,praise,t,,yù
2775,1163,乘,chéng,ride (a vehicle),s,,chéng
2776,1163,乘,chéng,ride (a vehicle),t,,chéng
2777,1163,乘,shèng,chariot,s,,shèng
2778,1163,乘,shèng,chariot,t,,shèng
2779,1164,弱,ruò,weak,s,,ruò
2780,1164,弱,ruò,weak,t,,ruò
2781,1165,检,jiǎn,(Equivalent:  检查 jiǎnchá) inspect,s,,jiǎn
2782,1165,檢,jiǎn,(Equivalent:  檢查 jiǎnchá) inspect,t,,jiǎn
2783,1166,宫,gōng,"palace, temple, <family name>",s,,gōng
2784,1166,宮,gōng,"palace, temple, <family name>",t,,gōng
2785,1167,仪,yí,"ceremony, rite, gift, (Equivalent:  仪表 yíbiǎo) appearance, bearing, (Equivalent:  仪器 yíqì) instrument, apparatus",s,,yí
2786,1167,儀,yí,"ceremony, rite, gift, (Equivalent:  儀錶 yíbiǎo) appearance, bearing, (Equivalent:  儀器 yíqì) instrument, apparatus",t,,yí
2787,1168,旗,qí,flag,s,,qí
2788,1168,旗,qí,flag,t,,qí
2789,1169,含,hán,"keep in mouth, contain",s,,hán
2790,1169,含,hán,"keep in mouth, contain",t,,hán
2791,1170,袁,Yuán,<family name>,s,,Yuán
2792,1170,袁,Yuán,<family name>,t,,Yuán
2793,1171,址,zhǐ,foundation of a building,s,,zhǐ
2794,1171,址,zhǐ,foundation of a building,t,,zhǐ
2795,1172,摆,bǎi,"put, arrange, sway, wave",s,,bǎi
2796,1172,擺,bǎi,"put, arrange, sway, wave",t,,bǎi
2797,1173,奥,ào,"奥秘 àomì secret, mystery",s,,ào
2798,1173,奧,ào,"奧秘 àomì secret, mystery",t,,ào
2799,1174,番,fān,"<classifier for kinds, times, occurrences etc.>",s,,fān
2800,1174,番,fān,"<classifier for kinds, times, occurrences etc.>",t,,fān
2801,1174,番茄,fān, fānqié tomato,s,,fānqié
2802,1174,番茄,fān,番茄 fānqié tomato,t,,fānqié
2803,1174,番禺,Pān, Pānyú county in Guǎngdōng,s,,Pānyú
2804,1174,番禺,Pān,番禺 Pānyú county in Guǎngdōng,t,,Pānyú
2805,1175,混,hùn,mix up,s,,hùn
2806,1175,混,hùn,mix up,t,,hùn
2807,1175,混,hún,"muddy, muddled",s,,hún
2808,1175,混,hún,"muddy, muddled",t,,hún
2809,1176,灭,miè,extinguish,s,,miè
2810,1176,滅,miè,extinguish,t,,miè
2811,1176,歼灭,miè, annihilate,s,,Jiānmiè
2812,1176,殲滅,miè, annihilate,t,,Jiānmiè
2813,1177,握,wò,"hold, grasp",s,,wò
2814,1177,握,wò,"hold, grasp",t,,wò
2815,1178,牙,yá,(Equivalent:  牙齿 yáchǐ) tooth,s,,yá
2816,1178,牙,yá,(Equivalent:  牙齒 yáchǐ) tooth,t,,yá
2817,1179,虑,lǜ,(考虑 kǎolǜ) consider,s,,lǜ
2818,1179,慮,lǜ,(考慮 kǎolǜ) consider,t,,lǜ
2819,1180,召,zhào,召开 zhàokāi convene,s,,zhào
2820,1180,召,zhào,召開 zhàokāi convene,t,,zhào
2821,1181,猛,měng,fierce,s,,měng
2822,1181,猛,měng,fierce,t,,měng
2823,1182,宽,kuān,"wide, broad, extend, relax",s,,kuān
2824,1182,寬,kuān,"wide, broad, extend, relax",t,,kuān
2825,1183,盛,chéng,fill,s,,chéng
2826,1183,盛,chéng,fill,t,,chéng
2827,1183,盛,shèng,flourishing,s,,shèng
2828,1183,盛,shèng,flourishing,t,,shèng
2829,1184,核,hé,"pit, nucleus",s,,hé
2830,1184,核,hé,"pit, nucleus",t,,hé
2831,1185,袋,dài,"bag, pocket",s,,dài
2832,1185,袋,dài,"bag, pocket",t,,dài
2833,1186,绍,shào,介绍 jièshào introduce,s,,shào
2834,1186,紹,shào,介紹 jièshào introduce,t,,shào
2835,1187,补,bǔ,mend,s,,bǔ
2836,1187,補,bǔ,mend,t,,bǔ
2837,1188,典,diǎn,典型 diǎnxíng typical,s,,diǎn
2838,1188,典,diǎn,典型 diǎnxíng typical,t,,diǎn
2839,1189,圈,quān,circle,s,,quān
2840,1189,圈,quān,circle,t,,quān
2841,1189,圈,juàn,"pen, sty",s,,juàn
2842,1189,圈,juàn,"pen, sty",t,,juàn
2843,1189,圈,juān,shut up in a pen,s,,juān
2844,1189,圈,juān,shut up in a pen,t,,juān
2845,1190,豐,fēng,豐富 fēngfù abundant,t,,fēng
2846,1190,丰,fēng,good-looking (Traditional: 丰) 丰富 fēngfù abundant,s,,fēng
2847,1191,雅,yǎ,"文雅 wényǎ cultured, refined",s,,yǎ
2848,1191,雅,yǎ,"文雅 wényǎ cultured, refined",t,,yǎ
2849,1191,鸦片,yā, yāpiàn opium,s,,yāpiàn
2850,1191,鴉片,yā, yāpiàn opium,t,,yāpiàn
2851,1192,吉,jí,"lucky, auspicious",s,,jí
2852,1192,吉,jí,"lucky, auspicious",t,,jí
2853,1193,赞,zàn,赞成 approve of,s,,zàn
2854,1193,贊,zàn,贊成 approve of,t,,zàn
2855,1194,茶,chá,tea,s,,chá
2856,1194,茶,chá,tea,t,,chá
2857,1195,亦,yì,also,s,,yì
2858,1195,亦,yì,also,t,,yì
2859,1196,谷,gǔ,(山谷) valley,s,,gǔ
2860,1196,穀,gǔ,(山穀) valley,t,,gǔ
2861,1197,稳,wěn,"(稳定 wěndìng) stable, steady",s,,wěn
2862,1197,穩,wěn,"(穩定 wěndìng) stable, steady",t,,wěn
2863,1198,汇,huì,(Traditional: 汇) gather together,s,,huì
2864,1198,彙,huì, gather together,t,,huì
2865,1198,匯,huì,"(Traditional: 匯) converge, remit",t,,huì
2866,1199,厉,lì,"厉害 lìhai terrible, formidable, <family name>",s,,lì
2867,1199,厲,lì,"厲害 lìhai terrible, formidable, <family name>",t,,lì
2868,1199,厉,lài,name of an ancient country{Compare with 历 lì experience},s,,lài
2869,1199,厲,lài,name of an ancient country{Compare with 歷 lì experience},t,,lài
2870,1200,届,jiè,"to fall due, <classifier for year of graduation, regular sessions, meetings, etc.>",s,,jiè
2871,1200,屆,jiè,"to fall due, <classifier for year of graduation, regular sessions, meetings, etc.>",t,,jiè
2872,1201,迹,jì,"(Equivalent:  痕迹 hénjì) mark, trace, vestige",s,,jì
2873,1201,跡,jì,"(Equivalent:  痕跡 hénjì) mark, trace, vestige",t,,jì
2874,1202,雷,léi,thunder,s,,léi
2875,1202,雷,léi,thunder,t,,léi
2876,1203,序,xù,秩序 zhìxu order,s,,xù
2877,1203,序,xù,秩序 zhìxu order,t,,xù
2878,1204,寒,hán,(寒冷) cold,s,,hán
2879,1204,寒,hán,(寒冷) cold,t,,hán
2880,1205,附,fù,"enclose, attach",s,,fù
2881,1205,附,fù,"enclose, attach",t,,fù
2882,1206,鸡,jī,chicken,s,,jī
2883,1206,雞,jī,chicken,t,,jī
2884,1207,遭,zāo,meet with disaster,s,,zāo
2885,1207,遭,zāo,meet with disaster,t,,zāo
2886,1208,挑,tiāo,(挑选) choose,s,,tiāo
2887,1208,挑,tiāo,(挑選) choose,t,,tiāo
2888,1208,挑,tiǎo,poke,s,,tiǎo
2889,1208,挑,tiǎo,poke,t,,tiǎo
2890,1209,肩,jiān,(肩膀 jiānbǎng) shoulder,s,,jiān
2891,1209,肩,jiān,(肩膀 jiānbǎng) shoulder,t,,jiān
2892,1210,忆,yì,"(记忆 jìyì, 回忆 huíyì) remember, recall",s,,yì
2893,1210,憶,yì,"(記憶 jìyì, 回憶 huíyì) remember, recall",t,,yì
2894,1211,柔,róu,yielding,s,,róu
2895,1211,柔,róu,yielding,t,,róu
2896,1212,戴,dài,put on,s,,dài
2897,1212,戴,dài,put on,t,,dài
2898,1213,惜,xī,(珍惜) cherish,s,,xī
2899,1213,惜,xī,(珍惜) cherish,t,,xī
2900,1214,隔,gé,"separate, stand between",s,,gé
2901,1214,隔,gé,"separate, stand between",t,,gé
2902,1215,豪,háo,"(Equivalent:  毫不 hǎobù, =好不 hǎobù) not at all",s,,háo
2903,1215,豪,háo,"(Equivalent:  毫不 hǎobù, =好不 hǎobù) not at all",t,,háo
2904,1216,诚,chéng,(诚实) honest,s,,chéng
2905,1216,誠,chéng,(誠實) honest,t,,chéng
2906,1217,瑞,ruì,"auspicious, good omen",s,,ruì
2907,1217,瑞,ruì,"auspicious, good omen",t,,ruì
2908,1218,减,jiǎn,subtract,s,,jiǎn
2909,1218,減,jiǎn,subtract,t,,jiǎn
2910,1219,播,bō,"sow, seed",s,,bō
2911,1219,播,bō,"sow, seed",t,,bō
2912,1220,麼,me,(Simplified:  么),s,,me
2913,1220,麼,me,(Simplified:  麼),t,,me
2914,1220,麼,mó,幺麽 yāomó petty,t,,mó
2915,1220,幺麽,mó," yāomó petty, insignificant",s,,yāomó
2916,1220,幺麽,mó," yāomó petty, insignificant",s,,yāomó
2917,1220,幺麽,mó,"yāomó petty, insignificant",t,,yāomó
2918,1220,幺麽,mó,"yāomó petty, insignificant",t,,yāomó
2919,1221,针,zhēn,needle,s,,zhēn
2920,1221,針,zhēn,needle,t,,zhēn
2921,1222,棋,qí,board game,s,,qí
2922,1222,棋,qí,board game,t,,qí
2923,1223,臂,bì,(手臂 shǒubì) arm,s,,bì
2924,1223,臂,bì,(手臂 shǒubì) arm,t,,bì
2925,1223,胳臂,bei, gēbei arm,s,,gēbei
2926,1223,胳臂,bei,胳臂 gēbei arm,t,,gēbei
2927,1224,挺,tǐng,"quite, very",s,,tǐng
2928,1224,挺,tǐng,"quite, very",t,,tǐng
2929,1225,操,cāo,"conduct, grasp",s,,cāo
2930,1225,操,cāo,"conduct, grasp",t,,cāo
2931,1225,操,cào,make trouble,s,,cào
2932,1225,操,cào,make trouble,t,,cào
2933,1226,腰,yāo,waist,s,,yāo
2934,1226,腰,yāo,waist,t,,yāo
2935,1227,狂,kuáng,(疯狂 fēngkuáng) crazy,s,,kuáng
2936,1227,狂,kuáng,(瘋狂 fēngkuáng) crazy,t,,kuáng
2937,1228,替,tì,in place of,s,,tì
2938,1228,替,tì,in place of,t,,tì
2939,1229,梅,méi,"plum, prune",s,,méi
2940,1229,梅,méi,"plum, prune",t,,méi
2941,1230,固,gù,巩固 gǒnggù consolidate,s,,gù
2942,1230,固,gù,鞏固 gǒnggù consolidate,t,,gù
2943,1231,伦,lún,伦理 lúnlǐ ethics,s,,lún
2944,1231,倫,lún,倫理 lúnlǐ ethics,t,,lún
2945,1232,宋,Sòng,the Song dynasty (960-1279),s,,Sòng
2946,1232,宋,Sòng,the Song dynasty (960-1279),t,,Sòng
2947,1233,钢,gāng,steel,s,,gāng
2948,1233,鋼,gāng,steel,t,,gāng
2949,1233,钢,gàng,sharpen,s,,gàng
2950,1233,鋼,gàng,sharpen,t,,gàng
2951,1234,诺,nuò,诺言 nuòyán a promise,s,,nuò
2952,1234,諾,nuò,諾言 nuòyán a promise,t,,nuò
2953,1235,残,cán,"injure, barbarous, incomplete, remnant",s,,cán
2954,1235,殘,cán,"injure, barbarous, incomplete, remnant",t,,cán
2955,1236,延,yán,(延长 yáncháng) prolong,s,,yán
2956,1236,延,yán,(延長 yáncháng) prolong,t,,yán
2957,1237,虎,hǔ,(老虎 lǎohǔ) tiger,s,,hǔ
2958,1237,虎,hǔ,(老虎 lǎohǔ) tiger,t,,hǔ
2959,1238,迅,xùn,"迅速 xùnsù rapid, swift",s,,xùn
2960,1238,迅,xùn,"迅速 xùnsù rapid, swift",t,,xùn
2961,1239,灾,zāi,"(灾难 zāinàn, 灾害 zāihài) disaster",s,,zāi
2962,1239,災,zāi,"(災難 zāinàn, 災害 zāihài) disaster",t,,zāi
2963,1240,悄,qiāo,悄悄 qiāoqiāo quietly,s,,qiāo
2964,1240,悄,qiāo,悄悄 qiāoqiāo quietly,t,,qiāo
2965,1241,岳,yuè,"high mountain, wife's parents, <family name>",s,,yuè
2966,1241,岳,yuè,"high mountain, wife's parents, <family name>",t,,yuè
2967,1242,乔,qiáo,<family name>,s,,qiáo
2968,1242,喬,qiáo,<family name>,t,,qiáo
2969,1243,川,chuān,river,s,,chuān
2970,1243,川,chuān,river,t,,chuān
2971,1244,仇,chóu,"revenge, hatered, <family name>",s,,chóu
2972,1244,仇,chóu,"revenge, hatered, <family name>",t,,chóu
2973,1244,仇,qiú,"mate, <family name>",s,,qiú
2974,1244,仇,qiú,"mate, <family name>",t,,qiú
2975,1245,季,jì,(Equivalent:  季节 jìjié) season,s,,jì
2976,1245,季,jì,(Equivalent:  季節 jìjié) season,t,,jì
2977,1246,吹,chuī,blow,s,,chuī
2978,1246,吹,chuī,blow,t,,chuī
2979,1247,粮,liáng,"(粮食 liángshi) grain, food",s,,liáng
2980,1247,糧,liáng,"(糧食 liángshi) grain, food",t,,liáng
2981,1248,聚,jù,"gather, get together",s,,jù
2982,1248,聚,jù,"gather, get together",t,,jù
2983,1249,译,yì,(翻译 fānyì) translate,s,,yì
2984,1249,譯,yì,(翻譯 fānyì) translate,t,,yì
2985,1250,珠,zhū,"(珠子 zhūzi) pearl, bead",s,,zhū
2986,1250,珠,zhū,"(珠子 zhūzi) pearl, bead",t,,zhū
2987,1251,叔,shū,"(Equivalent:  叔叔 shūshu) uncle, father's younger brother",s,,shū
2988,1251,叔,shū,"(Equivalent:  叔叔 shūshu) uncle, father's younger brother",t,,shū
2989,1252,谋,móu,scheme,s,,móu
2990,1252,謀,móu,scheme,t,,móu
2991,1253,础,chǔ,"基础 jīchǔ foundation, base, basis",s,,chǔ
2992,1253,礎,chǔ,"基礎 jīchǔ foundation, base, basis",t,,chǔ
2993,1254,仁,rén,"benevolence, humanity",s,,rén
2994,1254,仁,rén,"benevolence, humanity",t,,rén
2995,1255,损,sǔn,decrease,s,,sǔn
2996,1255,損,sǔn,decrease,t,,sǔn
2997,1256,融,róng,(融化) melt (ice or snow,s,,róng
2998,1256,融,róng,(融化) melt (ice or snow,t,,róng
2999,1257,辆,liàng,车辆 car,s,,liàng
3000,1257,輛,liàng,車輛 car,t,,liàng
3001,1258,净,jìng,"clean, complete",s,,jìng
3002,1258,凈,jìng,"clean, complete",t,,jìng
3003,1259,敏,mǐn,敏捷 mǐnjié agile,s,,mǐn
3004,1259,敏,mǐn,敏捷 mǐnjié agile,t,,mǐn
3005,1260,伊,yī,"<family name>, he or she",s,,yī
3006,1260,伊,yī,"<family name>, he or she",t,,yī
3007,1261,仙,xiān,"fairy, saint, immortal celestial being",s,,xiān
3008,1261,仙,xiān,"fairy, saint, immortal celestial being",t,,xiān
3009,1262,巧,qiǎo,"clever, coincidentally",s,,qiǎo
3010,1262,巧,qiǎo,"clever, coincidentally",t,,qiǎo
3011,1263,零,líng,zero,s,,líng
3012,1263,零,líng,zero,t,,líng
3013,1264,累,lèi,tired,s,,lèi
3014,1264,纍,lèi,tired,t,,lèi
3015,1264,纍,léi,,t,,léi
3016,1264,累,léi,(Traditional: 累),s,,léi
3017,1265,享,xiǎng,(Equivalent:  享受 xiǎngshòu) enjoy (compare with 亨 hēng),s,,xiǎng
3018,1265,享,xiǎng,(Equivalent:  享受 xiǎngshòu) enjoy (compare with 亨 hēng),t,,xiǎng
3019,1266,伴,bàn,accompany,s,,bàn
3020,1266,伴,bàn,accompany,t,,bàn
3021,1267,荡,dàng,"swing, sway",s,,dàng
3022,1267,蕩,dàng,"swing, sway",t,,dàng
3023,1268,珍,zhēn,(珍宝) treasure: 珍珠 pearl,s,,zhēn
3024,1268,珍,zhēn,(珍寶) treasure: 珍珠 pearl,t,,zhēn
3025,1269,勇,yǒng,勇敢 yǒnggǎn brave,s,,yǒng
3026,1269,勇,yǒng,勇敢 yǒnggǎn brave,t,,yǒng
3027,1270,末,mò,"end, minor details",s,,mò
3028,1270,末,mò,"end, minor details",t,,mò
3029,1270,末,me,(Equivalent:  么 me),s,,me
3030,1270,末,me,(Equivalent:  麼 me),t,,me
3031,1271,奋,fèn,奋斗 fèndòu struggle,s,,fèn
3032,1271,奮,fèn,奮鬥 fèndòu struggle,t,,fèn
3033,1272,胆,dǎn,"gallbladder, guts, bravery, internal parts",s,,dǎn
3034,1272,膽,dǎn,"gallbladder, guts, bravery, internal parts",t,,dǎn
3035,1273,弃,qì,"(放弃 fàngqì, 抛弃 pāoqì) abandon, give up",s,,qì
3036,1273,棄,qì,"(放棄 fàngqì, 拋棄 pāoqì) abandon, give up",t,,qì
3037,1274,烦,fán,be vexed,s,,fán
3038,1274,煩,fán,be vexed,t,,fán
3039,1275,糊,hú,paste,s,,hú
3040,1275,糊,hú,paste,t,,hú
3041,1275,糊,hū,plaster,s,,hū
3042,1275,糊,hū,plaster,t,,hū
3043,1275,糊,hù,paste,s,,hù
3044,1275,糊,hù,paste,t,,hù
3045,1276,犹,yóu,"still, yet",s,,yóu
3046,1276,猶,yóu,"still, yet",t,,yóu
3047,1277,税,shuì,tax,s,,shuì
3048,1277,稅,shuì,tax,t,,shuì
3049,1278,培,péi,"培养 foster, train, develop",s,,péi
3050,1278,培,péi,"培養 foster, train, develop",t,,péi
3051,1279,抵,dǐ,support,s,,dǐ
3052,1279,抵,dǐ,support,t,,dǐ
3053,1280,僧,sēng,monk,s,,sēng
3054,1280,僧,sēng,monk,t,,sēng
3055,1281,锋,fēng,锋利 sharp,s,,fēng
3056,1281,鋒,fēng,鋒利 sharp,t,,fēng
3057,1282,乃,nǎi,"be, so, only then, you",s,,nǎi
3058,1282,乃,nǎi,"be, so, only then, you",t,,nǎi
3059,1283,遥,yáo,"distant, remote",s,,yáo
3060,1283,遙,yáo,"distant, remote",t,,yáo
3061,1284,摩,mó,按摩 ànmó massage,s,,mó
3062,1284,摩,mó,按摩 ànmó massage,t,,mó
3063,1284,摩挲,mā," māsa gently stroke, smooth rub, massage",s,,māsa
3064,1284,摩挲,mā,"摩挲 māsa gently stroke, smooth rub, massage",t,,māsa
3065,1285,坦,tǎn,平坦 level,s,,tǎn
3066,1285,坦,tǎn,平坦 level,t,,tǎn
3067,1286,后,hòu,after,s,,hòu
3068,1286,後,hòu,after,t,,hòu
3069,1287,眉,méi,eyelash,s,,méi
3070,1287,眉,méi,eyelash,t,,méi
3071,1288,餐,cān,meal,s,,cān
3072,1288,餐,cān,meal,t,,cān
3073,1289,惯,guàn,be used to,s,,guàn
3074,1289,慣,guàn,be used to,t,,guàn
3075,1290,凭,píng,"lean on, based on, (Equivalent:   不论 búlùn) no matter",s,,píng
3076,1290,憑,píng,"lean on, based on, (Equivalent:   不論 búlùn) no matter",t,,píng
3077,1291,冠,guān,"hat, crown",s,,guān
3078,1291,冠,guān,"hat, crown",t,,guān
3079,1291,冠,guàn,first place,s,,guàn
3080,1291,冠,guàn,first place,t,,guàn
3081,1292,抬,tái,"lift, raise, carry",s,,tái
3082,1292,抬,tái,"lift, raise, carry",t,,tái
3083,1293,碰,pèng,bump into,s,,pèng
3084,1293,碰,pèng,bump into,t,,pèng
3085,1294,币,bì,"money, currency",s,,bì
3086,1294,幣,bì,"money, currency",t,,bì
3087,1295,启,qǐ,open,s,,qǐ
3088,1295,啟,qǐ,open,t,,qǐ
3089,1296,码,mǎ,"<classifier for cloth, happenings, etc.>",s,,mǎ
3090,1296,碼,mǎ,"<classifier for cloth, happenings, etc.>",t,,mǎ
3091,1297,冒,mào,"emit, risk, pretend to be, <family name>",s,,mào
3092,1297,冒,mào,"emit, risk, pretend to be, <family name>",t,,mào
3093,1298,汗,hàn,"(汗水 hànshuǐ) sweat, perspiration",s,,hàn
3094,1298,汗,hàn,"(汗水 hànshuǐ) sweat, perspiration",t,,hàn
3095,1299,俗,sú,"common, rustic, vulgar, custom",s,,sú
3096,1299,俗,sú,"common, rustic, vulgar, custom",t,,sú
3097,1300,灰,huī,"ash, dust, grey, disheartened",s,,huī
3098,1300,灰,huī,"ash, dust, grey, disheartened",t,,huī
3099,1301,督,dū,监督 jiāndū supervise,s,,dū
3100,1301,督,dū,監督 jiāndū supervise,t,,dū
3101,1302,穷,qióng,poor,s,,qióng
3102,1302,窮,qióng,poor,t,,qióng
3103,1303,颇,pō,"quite, rather",s,,pō
3104,1303,頗,pō,"quite, rather",t,,pō
3105,1304,倾,qīng,lean,s,,qīng
3106,1304,傾,qīng,lean,t,,qīng
3107,1305,尖,jiān,"point, tip",s,,jiān
3108,1305,尖,jiān,"point, tip",t,,jiān
3109,1306,韩,Hán,<family name>,s,,Hán
3110,1306,韓,Hán,<family name>,t,,Hán
3111,1307,贸,mào,贸易 màoyì trade,s,,mào
3112,1307,貿,mào,貿易 màoyì trade,t,,mào
3113,1308,仿,fǎng,"resemble, be like, (Equivalent:  模仿 mófǎng) imitate, copy",s,,fǎng
3114,1308,仿,fǎng,"resemble, be like, (Equivalent:  模仿 mófǎng) imitate, copy",t,,fǎng
3115,1309,孤,gū,alone,s,,gū
3116,1309,孤,gū,alone,t,,gū
3117,1310,飘,piāo,"float in the air, flutter",s,,piāo
3118,1310,飄,piāo,"float in the air, flutter",t,,piāo
3119,1311,漫,màn,overflow,s,,màn
