cat,word/character,pronunciation,definition,code,alt
1319,欣赏,shǎng," xīnshǎng enjoy, appreciate",s,
1319,欣赏,shǎng,"欣赏 xīnshǎng enjoy, appreciate",t,
1320,幕,mù,curtain,s,
1320,幕,mù,curtain,t,
1320,幕,mù,act (of play),s,
1320,幕,mù,act (of play),t,
1320,屏幕,mù, píngmù screen,s,
1320,屏幕,mù,屏幕 píngmù screen,t,
1321,壁,bì,"wall, cliff",s,
1321,壁,bì,"wall, cliff",t,
1321,墙壁,bì, qiángbì wall (la pared),s,
1321,墙壁,bì,墙壁 qiángbì wall (la pared),t,
1322,旦,dàn,<archaic> dawn,s,
1322,旦,dàn,<archaic> dawn,t,
1322,一旦,dàn, in one day,s,
1322,一旦,dàn,一旦 in one day,t,
1322,旦,dàn,once,s,
1322,旦,dàn,once,t,
1322,元旦,dàn, New Year's Day,s,
1322,元旦,dàn,元旦 New Year's Day,t,
1323,晨,chén,(早晨 zǎochen) morning,s,
1323,晨,chén,(早晨 zǎochen) morning,t,
1324,纯,chún,(纯洁 chúnjié) pure,s,
1324,純,chún,(纯洁 chúnjié) pure,t,
1324,单纯,chún, dānchún) simple,s,
1324,单纯,chún,(单纯 dānchún) simple,t,
1325,闭,bì,shut,s,
1325,閉,bì,shut,t,
1326,凉,liáng,"cool, cold",s,
1326,涼,liáng,"cool, cold",t,
1326,凉,liàng,make cool,s,
1326,涼,liàng,make cool,t,
1327,扫,sǎo,sweep,s,
1327,掃,sǎo,sweep,t,
1327,打扫,sǎo, dǎsǎo clean up,s,
1327,打扫,sǎo,打扫 dǎsǎo clean up,t,
1327,扫帚,sào, sàozhou broom,s,
1327,扫帚,sào,扫帚 sàozhou broom,t,
1328,尤,yóu,fault,s,
1328,尤,yóu,fault,t,
1328,尤,yóu,outstanding,s,
1328,尤,yóu,outstanding,t,
1328,尤其,yóu, yóuqí especially,s,
1328,尤其,yóu,尤其 yóuqí especially,t,
1329,炮,pào,cannon,s,
1329,炮,pào,cannon,t,
1329,炮弹,pào, shell,s,
1329,炮弹,pào,炮弹 shell,t,
1329,炮,bāo,quick-fry,s,
1329,炮,bāo,quick-fry,t,
1329,炮制,páo, concoct,s,
1329,炮制,páo,炮制 concoct,t,
1330,碗,wǎn,bowl,s,
1330,碗,wǎn,bowl,t,
1331,贴,tiē,"stick, paste, glue, stay close to",s,
1331,貼,tiē,"stick, paste, glue, stay close to",t,
1332,插,chā,"insert, stick in",s,
1332,插,chā,"insert, stick in",t,
1332,插头,chā, plug,s,
1332,插头,chā,插头 plug,t,
1333,滚,gǔn,"roll, boil",s,
1333,滾,gǔn,"roll, boil",t,
1334,缘,yuán,"缘故 cause, reason",s,
1334,緣,yuán,"缘故 cause, reason",t,
1334,边缘,yuán, edge,s,
1334,边缘,yuán,边缘 edge,t,
1334,绝缘,yuán, insulate,s,
1334,绝缘,yuán,绝缘 insulate,t,
1335,寺,sì,"temple, Buddhist monastery",s,
1335,寺,sì,"temple, Buddhist monastery",t,
1336,贝,bèi,shellfish,s,
1336,貝,bèi,shellfish,t,
1336,贝,bèi,cowrie,s,
1336,貝,bèi,cowrie,t,
1336,贝,bèi,(money),s,
1336,貝,bèi,(money),t,
1336,贝壳 bèiké shell{Compare with 见,bèi, jiàn see},s,
1336,贝壳 bèiké shell{Compare with 见,bèi,贝壳 bèiké shell{Compare with 见 jiàn see},t,
1337,润,rùn,湿润 shīrùn moist,s,
1337,潤,rùn,湿润 shīrùn moist,t,
1337,利润,rùn, lìrùn profit,s,
1337,利润,rùn,利润 lìrùn profit,t,
1337,润滑,rùn, rùnhuá lubricate,s,
1337,润滑,rùn,润滑 rùnhuá lubricate,t,
1338,氏,shì,"surname, family name, (=氏族 shìzú) clan",s,
1338,氏,shì,"surname, family name, (=氏族 shìzú) clan",t,
1338,月氏,zhī, Yuèzhī Indo-Scyths (nomadic people in Central Asia),s,
1338,月氏,zhī,月氏 Yuèzhī Indo-Scyths (nomadic people in Central Asia),t,
1339,冬,dōng,"(=冬天 dōngtiān, =冬季 dōngjì) winter",s,
1339,冬,dōng,"(=冬天 dōngtiān, =冬季 dōngjì) winter",t,
1339,冬眠,dōng, dōngmián hibernation,s,
1339,冬眠,dōng,冬眠 dōngmián hibernation,t,
1339,春夏秋冬,dōng, chūnxiàqiūdōng the four seasons,s,
1339,春夏秋冬,dōng,春夏秋冬 chūnxiàqiūdōng the four seasons,t,
1340,扩,kuò,"扩大 kuòdà enlarge, expand",s,
1340,擴,kuò,"扩大 kuòdà enlarge, expand",t,
1341,栏,lán,"fence, railing",s,
1341,欄,lán,"fence, railing",t,
1342,荒,huāng,"desolate, wasteland, famine",s,
1342,荒,huāng,"desolate, wasteland, famine",t,
1342,荒谬,huāng, huāngmiù absurd,s,
1342,荒谬,huāng,荒谬 huāngmiù absurd,t,
1343,哲,zhé,哲学 zhéxué philosophy,s,
1343,哲,zhé,哲学 zhéxué philosophy,t,
1344,逼,bī,"force, compel",s,
1344,逼,bī,"force, compel",t,
1344,逼,bī,close in on,s,
1344,逼,bī,close in on,t,
1345,吓,xià,"frighten, scare",s,
1345,嚇,xià,"frighten, scare",t,
1345,恐吓,hè," kǒnghè) threaten, <interj.>",s,
1345,恐吓,hè,"(=恐吓 kǒnghè) threaten, <interj.>",t,
1346,堆,duī,"pile, heap",s,
1346,堆,duī,"pile, heap",t,
1346,归里包堆,zuī," guīlibāozuī altogether, all in all",s,
1346,归里包堆,zuī,"归里包堆 guīlibāozuī altogether, all in all",t,
1347,撞,zhuàng,"collide, run into",s,
1347,撞,zhuàng,"collide, run into",t,
1348,郎,láng,young man,s,
1348,郎,láng,young man,t,
1348,新郎,láng, bridegroom. <family name>,s,
1348,新郎,láng,新郎 bridegroom. <family name>,t,
1348,屎壳郎,làng,,s,
1348,屎壳郎,làng,屎壳郎,t,
1349,俩,liǎ,"two, both",s,
1349,倆,liǎ,"two, both",t,
1349,我们俩,liǎ, wǒmen liǎ the two of us,s,
1349,我们俩,liǎ,我们俩 wǒmen liǎ the two of us,t,
1349,伎俩,liǎng," jìliǎng trick, intrigue, maneuver, skill, dexterity, craft",s,
1349,伎俩,liǎng,"伎俩 jìliǎng trick, intrigue, maneuver, skill, dexterity, craft",t,
1350,蓝,lán,(蓝色) blue,s,
1350,藍,lán,(蓝色) blue,t,
1351,闲,xián,"idle, free time",s,
1351,閑,xián,"idle, free time",t,
1351,闲话,xián," digression, complaint",s,
1351,闲话,xián,"闲话 digression, complaint",t,
1352,辛,xīn,suffering,s,
1352,辛,xīn,suffering,t,
1352,辛苦,xīn, xīnkǔ work hard,s,
1352,辛苦,xīn,辛苦 xīnkǔ work hard,t,
1353,镜,jìng,"(=镜子 jìngzi) mirror, lens",s,
1353,鏡,jìng,"(=镜子 jìngzi) mirror, lens",t,
1353,眼镜,jìng, yǎnjìng glasses,s,
1353,眼镜,jìng,眼镜 yǎnjìng glasses,t,
1354,陪,péi,(=陪同 péitóng) accompany,s,
1354,陪,péi,(=陪同 péitóng) accompany,t,
1354,陪嫁,péi, péijià dowry,s,
1354,陪嫁,péi,陪嫁 péijià dowry,t,
1355,骑,qí,ride (horse/bike),s,
1355,騎,qí,ride (horse/bike),t,
1355,乘骑,jì, chéngjì saddle horse,s,
1355,乘骑,jì,乘骑 chéngjì saddle horse,t,
1355,骑,jì,rider,s,
1355,騎,jì,rider,t,
1356,蛋,dàn,egg,s,
1356,蛋,dàn,egg,t,
1356,鸡蛋,dàn, chicken egg,s,
1356,鸡蛋,dàn,鸡蛋 chicken egg,t,
1356,蛋白质,dàn, protein,s,
1356,蛋白质,dàn,蛋白质 protein,t,
1357,促,cù,urge,s,
1357,促,cù,urge,t,
1357,促,cù,urgent,s,
1357,促,cù,urgent,t,
1357,促进,cù, cùjìn promote,s,
1357,促进,cù,促进 cùjìn promote,t,
1357,促使,cù," cùshǐ impel, urge",s,
1357,促使,cù,"促使 cùshǐ impel, urge",t,
1358,羊,yáng,sheep,s,
1358,羊,yáng,sheep,t,
1358,山羊,yáng, shānyáng goat,s,
1358,山羊,yáng,山羊 shānyáng goat,t,
1358,羊年,yáng, yángnián year of the Sheep = 8th year,s,
1358,羊年,yáng,羊年 yángnián year of the Sheep = 8th year,t,
1359,宜,yí,(=适宜 shìyí) suitable,s,
1359,宜,yí,(=适宜 shìyí) suitable,t,
1359,便宜,yi, piányi cheap,s,
1359,便宜,yi,便宜 piányi cheap,t,
1360,嘛,ma,<particle for persuation>,s,
1360,嘛,ma,<particle for persuation>,t,
1360,嘛,má,<interrogative particle> (=吗 ma),s,
1360,嘛,má,<interrogative particle> (=吗 ma),t,
1361,颜,yán,颜色 yánsè colour,s,
1361,顏,yán,颜色 yánsè colour,t,
1361,颜面,yán, yánmiàn face,s,
1361,颜面,yán,颜面 yánmiàn face,t,
1362,贫,pín,"(=贫苦 pínkù, =贫穷 píngqióng) poor",s,
1362,貧,pín,"(=贫苦 pínkù, =贫穷 píngqióng) poor",t,
1363,幅,fú,"width of cloth, size, <classifier for cloth, paintings etc.>",s,
1363,幅,fú,"width of cloth, size, <classifier for cloth, paintings etc.>",t,
1363,一幅画,fú, a picture,s,
1363,一幅画,fú,一幅画 a picture,t,
1364,驻,zhù,"stay, halt, be stationed",s,
1364,駐,zhù,"stay, halt, be stationed",t,
1365,萍,píng,(=浮萍 fúpíng) duckweed,s,
1365,萍,píng,(=浮萍 fúpíng) duckweed,t,
1366,污,wū,foul,s,
1366,污,wū,foul,t,
1366,污染,wū, wūrǎn pollution,s,
1366,污染,wū,污染 wūrǎn pollution,t,
1367,杰,jié,杰出 outstanding,s,
1367,傑,jié,杰出 outstanding,t,
1367,杰作,jié, masterpiece,s,
1367,杰作,jié,杰作 masterpiece,t,
1368,扑,pū,pounce on,s,
1368,撲,pū,pounce on,t,
1368,扑,pū,flap wings,s,
1368,撲,pū,flap wings,t,
1368,扑灭,pū, pūmiè extinguish,s,
1368,扑灭,pū,扑灭 pūmiè extinguish,t,
1368,扑克,pū, pūkè <loan> Poker,s,
1368,扑克,pū,扑克 pūkè <loan> Poker,t,
1369,壮,zhuàng,"robust, magnificent",s,
1369,壯,zhuàng,"robust, magnificent",t,
1369,壮丽,zhuàng, majestic,s,
1369,壮丽,zhuàng,壮丽 majestic,t,
1369,壮族,zhuàng,,s,
1369,壮族,zhuàng,壮族,t,
1370,萨,sà,"菩萨 púsà bodhisattva, benevolent being, <family name>",s,
1370,薩,sà,"菩萨 púsà bodhisattva, benevolent being, <family name>",t,
1371,刑,xíng,punishment,s,
1371,刑,xíng,punishment,t,
1372,忧,yōu,"worry, grieve",s,
1372,憂,yōu,"worry, grieve",t,
1372,忧郁,yōu, yōuyù sad,s,
1372,忧郁,yōu,忧郁 yōuyù sad,t,
1372,忧虑,yōu, worry about,s,
1372,忧虑,yōu,忧虑 worry about,t,
1373,貌,mào,(面貌) appearance,s,
1373,貌,mào,(面貌) appearance,t,
1373,礼貌,mào, polite,s,
1373,礼貌,mào,礼貌 polite,t,
1374,狱,yù,lawsuit,s,
1374,獄,yù,lawsuit,t,
1374,监狱,yù," jiānyù) prison, jail",s,
1374,监狱,yù,"(监狱 jiānyù) prison, jail",t,
1375,塞,sāi,"fill in, stuff, cork",s,
1375,塞,sāi,"fill in, stuff, cork",t,
1375,堵塞,sè," dǔsè) block up, obstruct",s,
1375,堵塞,sè,"(=堵塞 dǔsè) block up, obstruct",t,
1375,塞,sài,"place of strategic importance, border pass",s,
1375,塞,sài,"place of strategic importance, border pass",t,
1376,凤,fèng,male phoenix (fabulous bird of good omen),s,
1376,鳳,fèng,male phoenix (fabulous bird of good omen),t,
1377,孔,kǒng,hole,s,
1377,孔,kǒng,hole,t,
1377,孔子,kǒng, Kǒngzǐ Confucius,s,
1377,孔子,kǒng,孔子 Kǒngzǐ Confucius,t,
1377,面孔,kǒng, miànkǒng face,s,
1377,面孔,kǒng,面孔 miànkǒng face,t,
1378,触,chù,touch,s,
1378,觸,chù,touch,t,
1378,接触,chù, jiēchù get in touch,s,
1378,接触,chù,接触 jiēchù get in touch,t,
1378,触角,chù, antenna,s,
1378,触角,chù,触角 antenna,t,
1379,恋,liàn,恋爱 love (as in love affair),s,
1379,戀,liàn,恋爱 love (as in love affair),t,
1380,岂,qǐ,(rhetorical adverb),s,
1380,豈,qǐ,(rhetorical adverb),t,
1380,岂有此理,qǐ," qǐyǒucǐlǐ What kind of reasoning is that?, Nonsence!",s,
1380,岂有此理,qǐ,"岂有此理 qǐyǒucǐlǐ What kind of reasoning is that?, Nonsence!",t,
1381,森,sēn,(=森林 sēnlín) forest,s,
1381,森,sēn,(=森林 sēnlín) forest,t,
1382,繁,fán,numerous,s,
1382,繁,fán,numerous,t,
1382,繁殖,fán, fánzhí breed,s,
1382,繁殖,fán,繁殖 fánzhí breed,t,
1382,繁荣,fán, flourishing,s,
1382,繁荣,fán,繁荣 flourishing,t,
1382,繁体字,fán, fán tǐzì full forms of simplified characters,s,
1382,繁体字,fán,繁体字 fán tǐzì full forms of simplified characters,t,
1383,碎,suì,smash to pieces,s,
1383,碎,suì,smash to pieces,t,
1384,津,jīn,"ferry crossing, ford, saliva, sweat, moist, damp",s,
1384,津,jīn,"ferry crossing, ford, saliva, sweat, moist, damp",t,
1384,津津有味,jīn," jīnjīnyǒuwèi (to do someting) with pleasure, to be appetizing",s,
1384,津津有味,jīn,"津津有味 jīnjīnyǒuwèi (to do someting) with pleasure, to be appetizing",t,
1385,侠,xiá,侠客 xiákè chivalrous warrior,s,
1385,俠,xiá,侠客 xiákè chivalrous warrior,t,
1385,侠义,xiá, chivalrous,s,
1385,侠义,xiá,侠义 chivalrous,t,
1386,隆,lóng,隆重 lóngzhòng grand,s,
1386,隆,lóng,隆重 lóngzhòng grand,t,
1386,隆起,lóng, lóngqǐ swell,s,
1386,隆起,lóng,隆起 lóngqǐ swell,t,
1386,轰隆隆,lōng," hōnglōnglōng tumble, roll",s,
1386,轰隆隆,lōng,"轰隆隆 hōnglōnglōng tumble, roll",t,
1387,迟,chí,tardy,s,
1387,遲,chí,tardy,t,
1387,迟到,chí, arrive late,s,
1387,迟到,chí,迟到 arrive late,t,
1387,迟疑,chí, hesitate,s,
1387,迟疑,chí,迟疑 hesitate,t,
1387,推迟,chí, put off,s,
1387,推迟,chí,推迟 put off,t,
1387,迟旦,zhì," zhìdàn dawn, daybreak",s,
1387,迟旦,zhì,"迟旦 zhìdàn dawn, daybreak",t,
1388,辉,huī,shine,s,
1388,輝,huī,shine,t,
1388,光辉,huī," radiance, glory",s,
1388,光辉,huī,"光辉 radiance, glory",t,
1388,辉煌,huī, huīhuáng brilliant,s,
1388,辉煌,huī,辉煌 huīhuáng brilliant,t,
1389,狠,hěn,ruthless,s,
1389,狠,hěn,ruthless,t,
1390,析,xī,分析 fēnxī analyse,s,
1390,析,xī,分析 fēnxī analyse,t,
1391,缩,suō,shrink,s,
1391,縮,suō,shrink,t,
1392,穴,xué,"cave, hole, den, grave, acupuncture point",s,
1392,穴,xué,"cave, hole, den, grave, acupuncture point",t,
1393,萧,xiāo,desolate,s,
1393,蕭,xiāo,desolate,t,
1394,怨,yuàn,"resentment, complain",s,
1394,怨,yuàn,"resentment, complain",t,
1395,磨,mó,"rub, wear down",s,
1395,磨,mó,"rub, wear down",t,
1395,磨,mò,"mill, grind(stone)",s,
1395,磨,mò,"mill, grind(stone)",t,
1396,伏,fú,"bend over, subside",s,
1396,伏,fú,"bend over, subside",t,
1396,伏天,fú, hot summer days,s,
1396,伏天,fú,伏天 hot summer days,t,
1396,起伏,fú, rise and fall,s,
1396,起伏,fú,起伏 rise and fall,t,
1397,辞,cí,take leave,s,
1397,辭,cí,take leave,t,
1397,辞,cí,"diction, poetry, language",s,
1397,辭,cí,"diction, poetry, language",t,
1398,泥,ní,mud,s,
1398,泥,ní,mud,t,
1398,泥土,ní, soil,s,
1398,泥土,ní,泥土 soil,t,
1398,泥,nì,putty,s,
1398,泥,nì,putty,t,
1399,龄,líng,(年龄) age,s,
1399,齡,líng,(年龄) age,t,
1399,龄,líng,duration,s,
1399,齡,líng,duration,t,
1400,径,jìng,"path, way",s,
1400,徑,jìng,"path, way",t,
1400,直径,jìng, zhíjìng) diameter,s,
1400,直径,jìng,(直径 zhíjìng) diameter,t,
1400,途径,jìng," tújìng channel, way, through",s,
1400,途径,jìng,"途径 tújìng channel, way, through",t,
1401,鼻,bí,(=鼻子 bízi) nose,s,
1401,鼻,bí,(=鼻子 bízi) nose,t,
1401,鼻孔,bí, bíkǒng nostril,s,
1401,鼻孔,bí,鼻孔 bíkǒng nostril,t,
1402,赖,lài,rely,s,
1402,賴,lài,rely,t,
1402,赖,lài,hang around,s,
1402,賴,lài,hang around,t,
1402,赖,lài,blame falsely,s,
1402,賴,lài,blame falsely,t,
1402,赖,lài,deny error,s,
1402,賴,lài,deny error,t,
1403,仰,yǎng,face upward,s,
1403,仰,yǎng,face upward,t,
1403,信仰,yǎng, xìnyǎng (religious) faith,s,
1403,信仰,yǎng,信仰 xìnyǎng (religious) faith,t,
1404,愤,fèn,"(=气愤 qìfèn, =愤怒 fènnù) angry",s,
1404,憤,fèn,"(=气愤 qìfèn, =愤怒 fènnù) angry",t,
1405,慕,mù,羡慕 xiànmù envy,s,
1405,慕,mù,羡慕 xiànmù envy,t,
1405,慕,mù,admire,s,
1405,慕,mù,admire,t,
1405,爱慕,mù, àimù adore,s,
1405,爱慕,mù,爱慕 àimù adore,t,
1406,俄,é,"very soon, suddenly",s,
1406,俄,é,"very soon, suddenly",t,
1406,俄国,é, ?guó Russia,s,
1406,俄国,é,俄国 ?guó Russia,t,
1407,映,yìng,shine,s,
1407,映,yìng,shine,t,
1408,询,xún,"询问 xúnwèn ask about, inquire",s,
1408,詢,xún,"询问 xúnwèn ask about, inquire",t,
1409,惨,cǎn,tragic,s,
1409,慘,cǎn,tragic,t,
1409,惨,cǎn,savage,s,
1409,慘,cǎn,savage,t,
1410,麦,mài,"wheat, etc",s,
1410,麥,mài,"wheat, etc",t,
1410,麦片,mài, màipiàn oatmeal,s,
1410,麦片,mài,麦片 màipiàn oatmeal,t,
1410,麦克风,mài, màikèfēng <loan> microphone,s,
1410,麦克风,mài,麦克风 màikèfēng <loan> microphone,t,
1411,宿,sù,"stay overnight, <family name>",s,
1411,宿,sù,"stay overnight, <family name>",t,
1411,宿,xiǔ,<classifier for nights>,s,
1411,宿,xiǔ,<classifier for nights>,t,
1411,住一宿,xiǔ, zhù yì xiǔ stay one night,s,
1411,住一宿,xiǔ,住一宿 zhù yì xiǔ stay one night,t,
1411,宿,xiù,constellation in Chinese astronomy,s,
1411,宿,xiù,constellation in Chinese astronomy,t,
1412,倍,bèi,times,s,
1412,倍,bèi,times,t,
1412,三倍,bèi, three times (as much),s,
1412,三倍,bèi,三倍 three times (as much),t,
1413,粗,cū,"thick, rough, coarse",s,
1413,粗,cū,"thick, rough, coarse",t,
1414,腾,téng,"jump, gallop, vacate",s,
1414,騰,téng,"jump, gallop, vacate",t,
1414,沸腾,téng, boiling,s,
1414,沸腾,téng,沸腾 boiling,t,
1414,腾,tēng,thump,s,
1414,騰,tēng,thump,t,
1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",s,
1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",t,
1415,稍息,shào,,s,
1415,稍息,shào,稍息,t,
1416,截,jié,"cut, stop",s,
1416,截,jié,"cut, stop",t,
1416,截,jié,"section, length",s,
1416,截,jié,"section, length",t,
1416,半截,jié, half a section,s,
1416,半截,jié,半截 half a section,t,
1417,染,rǎn,to dye,s,
1417,染,rǎn,to dye,t,
1417,染,rǎn,catch (disease),s,
1417,染,rǎn,catch (disease),t,
1417,染料,rǎn, dye,s,
1417,染料,rǎn,染料 dye,t,
1417,污染,rǎn, pollution,s,
1417,污染,rǎn,污染 pollution,t,
1418,乌,wū,"(=乌鸦 wūyā) crow, (=乌黑 wūhēi) black",s,
1418,烏,wū,"(=乌鸦 wūyā) crow, (=乌黑 wūhēi) black",t,
1418,乌龟 wūguī tortoise{Compare with 马 mǎ horse and 鸟,wū, niǎo bird},s,
1418,乌龟 wūguī tortoise{Compare with 马 mǎ horse and 鸟,wū,乌龟 wūguī tortoise{Compare with 马 mǎ horse and 鸟 niǎo bird},t,
1419,愈,yù,"heal, get better",s,
1419,愈,yù,"heal, get better",t,
1419,愈…愈… (like 越,yù, yuè),s,
1419,愈…愈… (like 越,yù,愈…愈… (like 越 yuè),t,
1420,岗,gǎng,"mound, sentry",s,
1420,崗,gǎng,"mound, sentry",t,
1420,花岗石,gāng, huāgāngshí granite,s,
1420,花岗石,gāng,花岗石 huāgāngshí granite,t,
1420,岗口,gàng, gànkǒu delicious sweet,s,
1420,岗口,gàng,岗口 gànkǒu delicious sweet,t,
1421,柳,liǔ,willow,s,
1421,柳,liǔ,willow,t,
1422,铺,pū,"spread, unfold",s,
1422,鋪,pū,"spread, unfold",t,
1422,铺,pū,pave,s,
1422,鋪,pū,pave,t,
1422,铺,pù,"shop, store",s,
1422,鋪,pù,"shop, store",t,
1422,铺,pù,plank bed,s,
1422,鋪,pù,plank bed,t,
1422,卧铺,pù,,s,
1422,卧铺,pù,卧铺,t,
1423,涉,shè,"wade, ford, go through, involve",s,
1423,涉,shè,"wade, ford, go through, involve",t,
1423,干涉,shè, gānshè interfere,s,
1423,干涉,shè,干涉 gānshè interfere,t,
1424,疾,jí,(=疾病 jíbìng) illness,s,
1424,疾,jí,(=疾病 jíbìng) illness,t,
1424,疾苦,jí, jíkǔ hardship,s,
1424,疾苦,jí,疾苦 jíkǔ hardship,t,
1425,挡,dǎng,"ward off, block, gear (of car)",s,
1425,擋,dǎng,"ward off, block, gear (of car)",t,
1425,摒挡,dàng," bìngdàng arrange, get ready",s,
1425,摒挡,dàng,"摒挡 bìngdàng arrange, get ready",t,
1426,奉,fèng,"accept, offer",s,
1426,奉,fèng,"accept, offer",t,
1426,奉命,fèng, receive orders,s,
1426,奉命,fèng,奉命 receive orders,t,
1426,奉承,fèng, flatter,s,
1426,奉承,fèng,奉承 flatter,t,
1427,踏,tà,step on,s,
1427,踏,tà,step on,t,
1427,糟蹋,tà,"(=糟蹋 zāota) zāota ruin, waste, insult, affront",s,
1427,糟蹋,tà,"糟蹋 (=糟蹋 zāota) zāota ruin, waste, insult, affront",t,
1427,踏,tā,"(=塌 tā) collapse, sink, calm down",s,
1427,踏,tā,"(=塌 tā) collapse, sink, calm down",t,
1428,忠,zhōng,faithful,s,
1428,忠,zhōng,faithful,t,
1429,伍,wǔ,"(=五 wǔ) five, <family name>",s,
1429,伍,wǔ,"(=五 wǔ) five, <family name>",t,
1429,队伍,wǔ, duìwǔ troops,s,
1429,队伍,wǔ,队伍 duìwǔ troops,t,
1430,躲,duǒ,"hide (oneself), avoid, dodge",s,
1430,躲,duǒ,"hide (oneself), avoid, dodge",t,
1431,籍,jí,"book, registry, native place, membership",s,
1431,籍,jí,"book, registry, native place, membership",t,
1431,国籍,jí, guójí nationality,s,
1431,国籍,jí,国籍 guójí nationality,t,
1432,努,nǔ,努力 nǔlì try hard,s,
1432,努,nǔ,努力 nǔlì try hard,t,
1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",s,
1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",t,
1433,朗讼,lǎng, recite,s,
1433,朗讼,lǎng,朗讼 recite,t,
1434,箱,xiāng,box,s,
1434,箱,xiāng,box,t,
1435,裁,cái,cut cloth or paper,s,
1435,裁,cái,cut cloth or paper,t,
1435,裁,cái,reduce,s,
1435,裁,cái,reduce,t,
1435,裁,cái,decide,s,
1435,裁,cái,decide,t,
1435,裁,cái,sanction,s,
1435,裁,cái,sanction,t,
1436,帐,zhàng,curtain,s,
1436,帳,zhàng,curtain,t,
1436,蚊帐,zhàng, mosquito net,s,
1436,蚊帐,zhàng,蚊帐 mosquito net,t,
1436,帐篷,zhàng, tent,s,
1436,帐篷,zhàng,帐篷 tent,t,
1436,帐,zhàng,account,s,
1436,帳,zhàng,account,t,
1437,兼,jiān,double,s,
1437,兼,jiān,double,t,
1437,兼容,jiān, compatible,s,
1437,兼容,jiān,simultaneously: 兼容 compatible,t,
1438,彼,bǐ,彼此 bǐcǐ each other,s,
1438,彼,bǐ,彼此 bǐcǐ each other,t,
1439,霞,xiá,rosy clouds,s,
1439,霞,xiá,rosy clouds,t,
1440,猪,zhū,pig,s,
1440,豬,zhū,pig,t,
1440,猪年,zhū, zhūnián the year of the pig = the 12th year,s,
1440,猪年,zhū,猪年 zhūnián the year of the pig = the 12th year,t,
1441,悉,xī,"熟悉 shúxī know well, be familiar with",s,
1441,悉,xī,"熟悉 shúxī know well, be familiar with",t,
1442,扎,zhā,prick,s,
1442,扎,zhā,prick,t,
1442,挣扎,zhá, zhēngzhá struggle,s,
1442,挣扎,zhá,挣扎 zhēngzhá struggle,t,
1442,包扎,zā,,s,
1442,包扎,zā,包扎,t,
1443,劝,quàn,advise,s,
1443,勸,quàn,advise,t,
1444,薄,báo,thin,s,
1444,薄,báo,thin,t,
1444,薄,bó,slight,s,
1444,薄,bó,slight,t,
1444,薄弱,bó, weak,s,
1444,薄弱,bó,薄弱 weak,t,
1444,薄荷,bò, bòhe peppermint,s,
1444,薄荷,bò,薄荷 bòhe peppermint,t,
1445,筑,zhù,"build, construct",s,
1445,築,zhù,"build, construct",t,
1445,建筑学,zhù, architecture,s,
1445,建筑学,zhù,建筑学 architecture,t,
1446,俊,jùn,"handsome, pretty",s,
1446,俊,jùn,"handsome, pretty",t,
1446,英俊,jùn," brilliant, talented",s,
1446,英俊,jùn,"英俊 brilliant, talented",t,
1447,鞋,xié,shoe,s,
1447,鞋,xié,shoe,t,
1448,距,jù,(距离 jùlí) distance,s,
1448,距,jù,(距离 jùlí) distance,t,
1449,侵,qīn,"(=侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",s,
1449,侵,qīn,"(=侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",t,
1450,欣,xīn,欣赏 xīnshǎng enjoy,s,
1450,欣,xīn,欣赏 xīnshǎng enjoy,t,
1451,挤,jǐ,squeeze,s,
1451,擠,jǐ,squeeze,t,
1451,挤,jǐ,crowd,s,
1451,擠,jǐ,crowd,t,
1451,挤,jǐ,"push, jostle",s,
1451,擠,jǐ,"push, jostle",t,
1451,拥挤,jǐ, yōngjǐ crowded,s,
1451,拥挤,jǐ,拥挤 yōngjǐ crowded,t,
1452,媒,méi,"go-between, matchmaker",s,
1452,媒,méi,"go-between, matchmaker",t,
1452,媒介,méi," medium, intermediary",s,
1452,媒介,méi,"媒介 medium, intermediary",t,
1453,吐,tǔ,spit,s,
1453,吐,tǔ,spit,t,
1453,呕吐,tù, ǒutù) vomit,s,
1453,呕吐,tù,(呕吐 ǒutù) vomit,t,
1454,魂,hún,"(灵魂 línghún) soul, spirit, mood",s,
1454,魂,hún,"(灵魂 línghún) soul, spirit, mood",t,
1455,洁,jié,"(=纯洁 chúnjié) pure, (=清洁 qīngjié) clean, sanitay",s,
1455,潔,jié,"(=纯洁 chúnjié) pure, (=清洁 qīngjié) clean, sanitay",t,
1455,洁白,jié," jiébái pure white, spotless",s,
1455,洁白,jié,"洁白 jiébái pure white, spotless",t,
1456,枝,zhī,branch,s,
1456,枝,zhī,branch,t,
1456,枝,qí,"(=歧 qí) fork, brach, divergent",s,
1456,枝,qí,"(=歧 qí) fork, brach, divergent",t,
1457,盈,yíng,full,s,
1457,盈,yíng,full,t,
1457,盈利,yíng," yínglì profit, have a surplus",s,
1457,盈利,yíng,"盈利 yínglì profit, have a surplus",t,
1458,阻,zǔ,block,s,
1458,阻,zǔ,block,t,
1458,阻止,zǔ, zǔzhǐ prevent,s,
