,cat,word/character,pronunciation,definition,code,alt
4336,885,充滿,chōng,充滿 chōngmǎn full of,t,
4337,886,顶,dǐng,"top, <classifier for hats etc.>",s,
4338,886,頂,dǐng,"top, <classifier for hats etc.>",t,
4339,886,一顶帽子,dǐng, yì dǐng màozi a hat,s,
4340,886,一頂帽子,dǐng,一頂帽子 yì dǐng màozi a hat,t,
4341,887,寻,xún,(Equivalent:  寻找 xúnzhǎo) seek,s,
4342,887,尋,xún,(Equivalent:  尋找 xúnzhǎo) seek,t,
4343,887,寻思,xín, xínsi,s,
4344,887,尋思,xín,尋思 xínsi,t,
4345,888,宁,nìng,"(Equivalent:  宁愿 nìngyuàn, 宁可 jìngkě) prefer, rather",s,
4346,888,寧,nìng,"(Equivalent:  寧願 nìngyuàn, 寧可 jìngkě) prefer, rather",t,
4347,888,宁静,níng, tranquil,s,
4348,888,寧靜,níng,寧靜 tranquil,t,
4349,889,沙,shā,sand,s,
4350,889,沙,shā,sand,t,
4351,889,沙漠,shā, shāmò desert,s,
4352,889,沙漠,shā,沙漠 shāmò desert,t,
4353,889,沙丘,shā, shāqiū dune,s,
4354,889,沙丘,shā,沙丘 shāqiū dune,t,
4355,889,沙发,shā, shāfā <loan> sofa,s,
4356,889,沙發,shā,沙發 shāfā <loan> sofa,t,
4357,890,防,fáng,"embankment, guard, protect, anti-",s,
4358,890,防,fáng,"embankment, guard, protect, anti-",t,
4359,891,抓,zhuā,"grab, seize, arrest, attract, scratch",s,
4360,891,抓,zhuā,"grab, seize, arrest, attract, scratch",t,
4361,892,例,lì,(Equivalent:  例子 lìzi) example,s,
4362,892,例,lì,(Equivalent:  例子 lìzi) example,t,
4363,892,例如,lì, lìrú for instance,s,
4364,892,例如,lì,例如 lìrú for instance,t,
4365,893,股,gǔ,"thigh, section",s,
4366,893,股,gǔ,"thigh, section",t,
4367,894,卖,mài,sell,s,
4368,894,賣,mài,sell,t,
4369,894,苹果怎么卖,mài,? Píngguǒ zénme mài? How much are the apples?,s,
4370,894,蘋果怎麼賣,mài,蘋果怎麼賣? Píngguǒ zénme mài? How much are the apples?,t,
4371,895,顺,shùn,"along, in the same direction as, obey, suitable",s,
4372,895,順,shùn,"along, in the same direction as, obey, suitable",t,
4373,896,警,jǐng,警察 jǐngchá police,s,
4374,896,警,jǐng,警察 jǐngchá police,t,
4375,896,警告,jǐng, jǐnggào warn,s,
4376,896,警告,jǐng,警告 jǐnggào warn,t,
4377,897,梦,mèng,dream,s,
4378,897,夢,mèng,dream,t,
4379,898,剧,jù,"drama, play, opera",s,
4380,898,劇,jù,"drama, play, opera",t,
4381,898,剧烈,jù, jùliè severe,s,
4382,898,劇烈,jù,劇烈 jùliè severe,t,
4383,899,善,shàn,good,s,
4384,899,善,shàn,good,t,
4385,899,改善,shàn, gǎishàn improve,s,
4386,899,改善,shàn,改善 gǎishàn improve,t,
4387,899,善于,shàn, be good at,s,
4388,899,善於,shàn,善於 be good at,t,
4389,900,蒙,méng,"to cover, ignorant",s,
4390,900,蒙,méng,"to cover, ignorant",t,
4391,900,蒙,mēng,cheat,s,
4392,900,蒙,mēng,cheat,t,
4393,900,蒙古,Měng, Měnggǔ Mongolia,s,
4394,900,蒙古,Měng,蒙古 Měnggǔ Mongolia,t,
4395,901,票,piào,ticket,s,
4396,901,票,piào,ticket,t,
4397,902,良,liáng,"(优良 yōuliáng, 良好) good",s,
4398,902,良,liáng,"(優良 yōuliáng, 良好) good",t,
4399,902,良心,liáng, liángxīn conscience,s,
4400,902,良心,liáng,良心 liángxīn conscience,t,
4401,903,范,fàn,<family name>,s,
4402,903,範,fàn,<family name>,t,
4403,903,範,fàn,範圍 fànwéi scope,t,
4404,903,范围,fàn," fànwéi scope, range",s,
4405,903,範圍,fàn,"(Traditional: 範) 範圍 fànwéi scope, range",t,
4406,903,模范,fàn," mófàn model, fine example",s,
4407,903,模範,fàn,"模範 mófàn model, fine example",t,
4408,904,坚,jiān,"hard, solid, firmly",s,
4409,904,堅,jiān,"hard, solid, firmly",t,
4410,904,坚持,jiān, persist,s,
4411,904,堅持,jiān,堅持 persist,t,
4412,904,坚定,jiān, firm,s,
4413,904,堅定,jiān,堅定 firm,t,
4414,905,端,duān,"hold sth. level with both hands, extremity, end",s,
4415,905,端,duān,"hold sth. level with both hands, extremity, end",t,
4416,906,靠,kào,"lean on, rely on, keep close to, come up to, near",s,
4417,906,靠,kào,"lean on, rely on, keep close to, come up to, near",t,
4418,907,杂,zá,mixed,s,
4419,907,雜,zá,mixed,t,
4420,907,复杂,zá, fùzá complicated,s,
4421,907,複雜,zá,複雜 fùzá complicated,t,
4422,907,杂志,zá, zázhì magazine,s,
4423,907,雜誌,zá,雜誌 zázhì magazine,t,
4424,907,拉里拉杂,zā, lālilāzā rambling,s,
4425,907,拉裏拉雜,zā,拉裏拉雜 lālilāzā rambling,t,
4426,908,贵,guì,"expensive, valuable",s,
4427,908,貴,guì,"expensive, valuable",t,
4428,909,怒,nù,"anger, rage",s,
4429,909,怒,nù,"anger, rage",t,
4430,910,稿,gǎo,"stalk of grain, draft, sketch, manuscript",s,
4431,910,稿,gǎo,"stalk of grain, draft, sketch, manuscript",t,
4432,911,拍,pāi,"clap, paddle",s,
4433,911,拍,pāi,"clap, paddle",t,
4434,911,乒乓拍,pāi, pīngpāngpāi ping-pong paddle,s,
4435,911,乒乓拍,pāi,乒乓拍 pīngpāngpāi ping-pong paddle,t,
4436,912,率,lǜ,"rate, proportion",s,
4437,912,率,lǜ,"rate, proportion",t,
4438,912,频率,lǜ, pínlǜ frequency,s,
4439,912,頻率,lǜ,頻率 pínlǜ frequency,t,
4440,912,率领,shuài," shuàilǐng lead, command",s,
4441,912,率領,shuài,"率領 shuàilǐng lead, command",t,
4442,913,旧,jiù,"old (not new) (compare with 老 lǎo old, not young",s,
4443,913,舊,jiù,"old (not new) (compare with 老 lǎo old, not young",t,
4444,913,旧,jiù,新 xīn new),s,
4445,913,舊,jiù,新 xīn new),t,
4446,914,掉,diào,"drop, fall",s,
4447,914,掉,diào,"drop, fall",t,
4448,915,啦,la,"corresponding to 了 le plus 啊 a, <interjection indicating excitement/doubt>",s,
4449,915,啦,la,"corresponding to 了 le plus 啊 a, <interjection indicating excitement/doubt>",t,
4450,915,呼啦啦,lā, hūlālā flapping sound,s,
4451,915,呼啦啦,lā,呼啦啦 hūlālā flapping sound,t,
4452,915,啦啦,lá," lálá chat, gossip, jaw",s,
4453,915,啦啦,lá,"啦啦 lálá chat, gossip, jaw",t,
4454,915,啦呱,lá," láguā chat, gossip",s,
4455,915,啦呱,lá,"啦呱 láguā chat, gossip",t,
4456,916,莫,mò,nothing,s,
4457,916,莫,mò,nothing,t,
4458,916,莫,mò,not,s,
4459,916,莫,mò,not,t,
4460,916,莫大,mò, mòdà greatest,s,
4461,916,莫大,mò,莫大 mòdà greatest,t,
4462,916,莫名其妙,mò," mòmíngqímiào baffling, inexplicable",s,
4463,916,莫名其妙,mò,"莫名其妙 mòmíngqímiào baffling, inexplicable",t,
4464,917,授,shòu,"award, give",s,
4465,917,授,shòu,"award, give",t,
4466,917,授,shòu,teach,s,
4467,917,授,shòu,teach,t,
4468,917,教授,shòu, jiàoshòu professor,s,
4469,917,教授,shòu,教授 jiàoshòu professor,t,
4470,918,守,shǒu,guard,s,
4471,918,守,shǒu,guard,t,
4472,918,保守,shǒu, bǎoshǒu conservative,s,
4473,918,保守,shǒu,保守 bǎoshǒu conservative,t,
4474,919,油,yóu,oil,s,
4475,919,油,yóu,oil,t,
4476,919,汽油,yóu, qìyóu gasoline,s,
4477,919,汽油,yóu,汽油 qìyóu gasoline,t,
4478,919,酱油,yóu, jiàngyóu soy sauce,s,
4479,919,醬油,yóu,醬油 jiàngyóu soy sauce,t,
4480,919,绿油油,yōu, lǜyōuyōu bright/fresh green,s,
4481,919,綠油油,yōu,綠油油 lǜyōuyōu bright/fresh green,t,
4482,919,碧油油,yōu, bìyōuyōu bluish green,s,
4483,919,碧油油,yōu,碧油油 bìyōuyōu bluish green,t,
4484,920,恩,ēn,kindness,s,
4485,920,恩,ēn,kindness,t,
4486,920,周恩来,ēn, Zhōu ?nlái,s,
4487,920,周恩來,ēn,周恩來 Zhōu ?nlái,t,
4488,921,积,jī,accumulate,s,
4489,921,積,jī,accumulate,t,
4490,921,积极,jī, jījí positive,s,
4491,921,積極,jī,積極 jījí positive,t,
4492,921,面积,jī, area,s,
4493,921,麵積,jī,麵積 area,t,
4494,922,益,yì,"(Equivalent:  利益 lìyì) advantage, profìt",s,
4495,922,益,yì,"(Equivalent:  利益 lìyì) advantage, profìt",t,
4496,923,县,xiàn,county,s,
4497,923,縣,xiàn,county,t,
4498,923,县长,xiàn, xiànzhǎng county magistrate,s,
4499,923,縣長,xiàn,縣長 xiànzhǎng county magistrate,t,
4500,924,哭,kū,"cry, weep",s,
4501,924,哭,kū,"cry, weep",t,
4502,925,罢,bà,stop,s,
4503,925,罷,bà,stop,t,
4504,925,罢工,bà, strike,s,
4505,925,罷工,bà,罷工 strike,t,
4506,925,罢了,bà, bàle that's all,s,
4507,925,罷了,bà,罷了 bàle that's all,t,
4508,925,罢,pí,"(Equivalent:  疲) tired, weary, exhausted",s,
4509,925,罷,pí,"(Equivalent:  疲) tired, weary, exhausted",t,
4510,926,庭,tíng,家庭 jiātíng family,s,
4511,926,庭,tíng,家庭 jiātíng family,t,
4512,926,法庭,tíng, court,s,
4513,926,法庭,tíng,法庭 court,t,
4514,926,庭院,tíng, courtyard,s,
4515,926,庭院,tíng,庭院 courtyard,t,
4516,927,窗,chuāng,"(Equivalent:  窗户 chuānghu, =窗口 chuāngkǒu) window",s,
4517,927,窗,chuāng,"(Equivalent:  窗戶 chuānghu, =窗口 chuāngkǒu) window",t,
4518,927,窗帘,chuāng, curtain,s,
4519,927,窗簾,chuāng,窗簾 curtain,t,
4520,928,扬,yáng,raise,s,
4521,928,揚,yáng,raise,t,
4522,928,发扬,yáng," fāyáng develop, promote",s,
4523,928,發揚,yáng,"發揚 fāyáng develop, promote",t,
4524,929,忘,wàng,(Equivalent:  忘记 wàngjì) forget,s,
4525,929,忘,wàng,(Equivalent:  忘記 wàngjì) forget,t,
4526,929,忘八,wáng,,s,
4527,929,忘八,wáng,忘八,t,
4528,930,午,wǔ,中午 noon,s,
4529,930,午,wǔ,中午 noon,t,
4530,930,上午,wǔ, morning,s,
4531,930,上午,wǔ,上午 morning,t,
4532,930,下午,wǔ, afternoon,s,
4533,930,下午,wǔ,下午 afternoon,t,
4534,930,午饭,wǔ,lunch{Compare with 牛 niú cow},s,
4535,930,午飯,wǔ,lunch{Compare with 牛 niú cow},t,
4536,931,卡,kǎ,"block, calory, card",s,
4537,931,卡,kǎ,"block, calory, card",t,
4538,931,卡,qiǎ,checkpoint,s,
4539,931,卡,qiǎ,checkpoint,t,
4540,932,雪,xuě,snow,s,
4541,932,雪,xuě,snow,t,
4542,932,雪花,xuě, xuěhuā snowflake,s,
4543,932,雪花,xuě,雪花 xuěhuā snowflake,t,
4544,932,滑雪,xuě, huáxuě to ski,s,
4545,932,滑雪,xuě,滑雪 huáxuě to ski,t,
4546,933,菜,cài,"vegetable, dish",s,
4547,933,菜,cài,"vegetable, dish",t,
4548,934,牌,pái,"tablet, brand, cards, dominoes",s,
4549,934,牌,pái,"tablet, brand, cards, dominoes",t,
4550,934,牌子,pái," páizi sign, label, logo",s,
4551,934,牌子,pái,"牌子 páizi sign, label, logo",t,
4552,935,牛,niú,"ox, cow, bull",s,
4553,935,牛,niú,"ox, cow, bull",t,
4554,935,牛奶,niú, niúnǎi milk{Compare with 午 wǔ noon},s,
4555,935,牛奶,niú, niúnǎi milk{Compare with 午 wǔ noon},t,
4556,936,脱,tuō,take off,s,
4557,936,脫,tuō,take off,t,
4558,936,脱离,tuō, tuōlí break away,s,
4559,936,脫離,tuō,脫離 tuōlí break away,t,
4560,937,博,bó,"abundant, plentiful",s,
4561,937,博,bó,"abundant, plentiful",t,
4562,937,博士,bó, Ph.D.,s,
4563,937,博士,bó,博士 Ph.D.,t,
4564,937,博爱,bó, universal love,s,
4565,937,博愛,bó,博愛 universal love,t,
4566,937,博物馆,bó, bóqùguǎn museum,s,
4567,937,博物館,bó,博物館 bóqùguǎn museum,t,
4568,938,丈,zhàng,"10 chǐ = 3 1/3 meters, to measure land, male elder relative/person",s,
4569,938,丈,zhàng,"10 chǐ = 3 1/3 meters, to measure land, male elder relative/person",t,
4570,938,丈夫,zhàng, zhàngfu husband,s,
4571,938,丈夫,zhàng,丈夫 zhàngfu husband,t,
4572,939,弹,dàn,炸弹 bomb,s,
4573,939,彈,dàn,炸彈 bomb,t,
4574,939,子弹,dàn, bullet,s,
4575,939,子彈,dàn,子彈 bullet,t,
4576,939,弹吉他,tán, play guitar,s,
4577,939,彈吉他,tán,彈吉他 play guitar,t,
4578,940,洲,zhōu,continent,s,
4579,940,洲,zhōu,continent,t,
4580,940,亚洲,zhōu, Yàzhōu Asia,s,
4581,940,亞洲,zhōu,亞洲 Yàzhōu Asia,t,
4582,940,欧洲,zhōu, ?uzhōu Europe,s,
4583,940,歐洲,zhōu,歐洲 ?uzhōu Europe,t,
4584,940,非洲,zhōu, Fēizhōu Africa,s,
4585,940,非洲,zhōu,非洲 Fēizhōu Africa,t,
4586,941,松,sōng,pine tree,s,
4587,941,鬆,sōng,pine tree,t,
4588,941,鬆,sōng,loose,t,
4589,941,松鼠,sōng," squirrel, (Traditional: 松) loose",s,
4590,941,鬆鼠,sōng,鬆鼠 squirrel,t,
4591,942,壞,huài,bad,t,
4592,942,坏,huài,(Traditional: 坏) bad,s,
4593,942,壞,huài,(Traditional: 壞) bad,t,
4594,942,坏,pī,(Equivalent:  坯),s,
4595,942,壞,pī,(Equivalent:  坯),t,
4596,943,邓,Dèng,<family name>,s,
4597,943,鄧,Dèng,<family name>,t,
4598,944,鲜,xiān,fresh,s,
4599,944,鮮,xiān,fresh,t,
4600,944,鲜,xiǎn,"few, rare",s,
4601,944,鮮,xiǎn,"few, rare",t,
4602,944,朝鲜,xiǎn, Korea,s,
4603,944,朝鮮,xiǎn,朝鮮 Korea,t,
4604,945,短,duǎn,short (opposite of 长 cháng),s,
4605,945,短,duǎn,short (opposite of 長 cháng),t,
4606,946,毕,bì,毕业 bìyè graduate,s,
4607,946,畢,bì,畢業 bìyè graduate,t,
4608,946,毕竟,bì, bìjìng after all,s,
4609,946,畢竟,bì,畢竟 bìjìng after all,t,
4610,947,置,zhì,"put, place",s,
4611,947,置,zhì,"put, place",t,
4612,947,位置,zhì, wèizhi position,s,
4613,947,位置,zhì,位置 wèizhi position,t,
4614,948,楚,chu,清楚 qīngchu clear,s,
4615,948,楚,chu,清楚 qīngchu clear,t,
4616,948,苦楚,chǔ, kǔchǔ misery,s,
4617,948,苦楚,chǔ,苦楚 kǔchǔ misery,t,
4618,949,欧,ōu,欧洲 ?uzhōu Europe,s,
4619,949,歐,ōu,歐洲 ?uzhōu Europe,t,
4620,949,欧姆,ōu, ōumǔ ohm,s,
4621,949,歐姆,ōu,歐姆 ōumǔ ohm,t,
4622,950,略,lüè,"brief, slight",s,
4623,950,略,lüè,"brief, slight",t,
4624,950,略微,lüè, lüèwēi slightly,s,
4625,950,略微,lüè,略微 lüèwēi slightly,t,
4626,951,智,zhì,智慧 zhìhuì wisdom,s,
4627,951,智,zhì,智慧 zhìhuì wisdom,t,
4628,951,智力,zhì, zhìlì intellegence,s,
4629,951,智力,zhì,智力 zhìlì intellegence,t,
4630,952,岛,dǎo,island,s,
4631,952,島,dǎo,island,t,
4632,953,抗,kàng,(Equivalent:  抵抗 dǐkàng) resist,s,
4633,953,抗,kàng,(Equivalent:  抵抗 dǐkàng) resist,t,
4634,953,反抗,kàng, revolt,s,
4635,953,反抗,kàng,反抗 revolt,t,
4636,953,抗议,kàng, protest,s,
4637,953,抗議,kàng,抗議 protest,t,
4638,954,妻,qī,(Equivalent:  妻子 qīzi) wife,s,
4639,954,妻,qī,(Equivalent:  妻子 qīzi) wife,t,
4640,955,抱,bào,"hug, embrace",s,
4641,955,抱,bào,"hug, embrace",t,
4642,956,载,zài,"carry, be loaded with",s,
4643,956,載,zài,"carry, be loaded with",t,
4644,956,记载,zǎi, put down in writing,s,
4645,956,記載,zǎi,記載 put down in writing,t,
4646,957,败,bài,"(失败 shībài) lose, be defeated",s,
4647,957,敗,bài,"(失敗 shībài) lose, be defeated",t,
4648,957,腐败,bài, fǔbài corrupt,s,
4649,957,腐敗,bài,腐敗 fǔbài corrupt,t,
4650,958,枪,qiāng,gun,s,
4651,958,槍,qiāng,gun,t,
4652,958,欃枪,chēng, chánchēng comet,s,
4653,958,欃槍,chēng,欃槍 chánchēng comet,t,
4654,959,适,shì,"合适 héshì suitable, appropriate",s,
4655,959,適,shì,"合適 héshì suitable, appropriate",t,
4656,959,适从,dí," dícóng follow, go to",s,
4657,959,適從,dí,"適從 dícóng follow, go to",t,
4658,960,虚,xū,"empty, void",s,
4659,960,虛,xū,"empty, void",t,
4660,960,谦虚,xū, qiānxū modest,s,
4661,960,謙虛,xū,謙虛 qiānxū modest,t,
4662,960,虚心,xū, xūxīn open-minded,s,
4663,960,虛心,xū,虛心 xūxīn open-minded,t,
4664,960,空虚,xū, kōngxū hollow,s,
4665,960,空虛,xū,空虛 kōngxū hollow,t,
4666,961,预,yù,预备 prepare,s,
4667,961,預,yù,預備 prepare,t,
4668,961,预先,yù, beforehand,s,
4669,961,預先,yù,預先 beforehand,t,
4670,961,预报,yù, forecast,s,
4671,961,預報,yù,預報 forecast,t,
4672,962,睛,jīng,eye,s,
4673,962,睛,jīng,eye,t,
4674,962,眼睛,jing, yǎnjing eye,s,
4675,962,眼睛,jing,眼睛 yǎnjing eye,t,
4676,963,刺,cì,"thorn, prick, stab, irritate, (Equivalent:  刺杀 cìshā) assassinate",s,
4677,963,刺,cì,"thorn, prick, stab, irritate, (Equivalent:  刺殺 cìshā) assassinate",t,
4678,963,刺,cī,wham,s,
4679,963,刺,cī,wham,t,
4680,964,爹,diē,dad,s,
4681,964,爹,diē,dad,t,
4682,964,爹爹,diē, diēdie daddy,s,
4683,964,爹爹,diē,爹爹 diēdie daddy,t,
4684,964,爹地,diē, diēdì daddy,s,
4685,964,爹地,diē,爹地 diēdì daddy,t,
4686,965,纷,fēn,纷纷 one after another,s,
4687,965,紛,fēn,紛紛 one after another,t,
4688,965,纠纷,fēn, jiūfēn dispute,s,
4689,965,糾紛,fēn,糾紛 jiūfēn dispute,t,
4690,965,纷乱,fēn,,s,
4691,965,紛亂,fēn,紛亂,t,
4692,966,介,jiè,介绍 jièshào introduce,s,
4693,966,介,jiè,介紹 jièshào introduce,t,
4694,966,介词,jiè, preposition,s,
4695,966,介詞,jiè,介詞 preposition,t,
4696,967,括,kuò,包括 bāokuò include,s,
4697,967,括,kuò,包括 bāokuò include,t,
4698,967,概括,kuò, gàikuò generalize,s,
4699,967,概括,kuò,概括 gàikuò generalize,t,
4700,968,销,xiāo,"melt (metal), remove, sell",s,
4701,968,銷,xiāo,"melt (metal), remove, sell",t,
4702,968,脱销,xiāo, sold out,s,
4703,968,脫銷,xiāo,脫銷 sold out,t,
4704,969,降,jiàng,"fall, descend",s,
4705,969,降,jiàng,"fall, descend",t,
4706,969,投降,xiáng, tóuxiáng surrender,s,
4707,969,投降,xiáng,投降 tóuxiáng surrender,t,
4708,970,鱼,yú,fish,s,
4709,970,魚,yú,fish,t,
4710,970,金鱼,yú, jīnyú goldfish,s,
4711,970,金魚,yú,金魚 jīnyú goldfish,t,
4712,970,鲨鱼,yú, shāyú shark,s,
4713,970,鯊魚,yú,鯊魚 shāyú shark,t,
4714,971,奔,bēn,"run fast, flee",s,
4715,971,奔,bēn,"run fast, flee",t,
4716,971,奔,bèn,go straight towards,s,
4717,971,奔,bèn,go straight towards,t,
4718,972,忍,rěn,"endure, tolerate",s,
4719,972,忍,rěn,"endure, tolerate",t,
4720,972,忍不住,rěn," rénbuzhù can't bear, can't resist",s,
4721,972,忍不住,rěn,"忍不住 rénbuzhù can't bear, can't resist",t,
4722,973,宗,zōng,"ancestor, clan, faction",s,
4723,973,宗,zōng,"ancestor, clan, faction",t,
4724,973,宗教,zōng, religion,s,
4725,973,宗教,zōng,宗教 religion,t,
4726,973,祖宗,zōng, ancestry,s,
4727,973,祖宗,zōng,祖宗 ancestry,t,
4728,974,盘,pán,"disk, tray",s,
4729,974,盤,pán,"disk, tray",t,
4730,974,算盘,pán, suànpán abacus,s,
4731,974,算盤,pán,算盤 suànpán abacus,t,
4732,974,棋盘,pán, chessboard,s,
4733,974,棋盤,pán,棋盤 chessboard,t,
4734,975,耳,ěr,(Equivalent:  耳朵 ěrduo) ear,s,
4735,975,耳,ěr,(Equivalent:  耳朵 ěrduo) ear,t,
4736,975,耳机,ěr," earphone, headphones",s,
4737,975,耳機,ěr,"耳機 earphone, headphones",t,
4738,976,野,yě,wild,s,
4739,976,野,yě,wild,t,
4740,977,讯,xùn,interrogate,s,
4741,977,訊,xùn,interrogate,t,
4742,977,通讯,xùn, tōngxùn news report,s,
4743,977,通訊,xùn,通訊 tōngxùn news report,t,
4744,978,配,pèi,"match, deserve",s,
4745,978,配,pèi,"match, deserve",t,
4746,978,分配,pèi, distribute,s,
4747,978,分配,pèi,分配 distribute,t,
4748,978,配合,pèi, pèihé cooperate,s,
4749,978,配合,pèi,配合 pèihé cooperate,t,
4750,979,禁,jìn,(禁止 jìnzhǐ) prohibit,s,
4751,979,禁,jìn,(禁止 jìnzhǐ) prohibit,t,
4752,979,禁,jīn,endure,s,
4753,979,禁,jīn,endure,t,
4754,979,不禁,jīn, bùjīn can't resist (doing something),s,
4755,979,不禁,jīn,不禁 bùjīn can't resist (doing something),t,
4756,980,索,suǒ,rope,s,
4757,980,索,suǒ,rope,t,
4758,980,思索,suǒ, sīsuǒ think deeply,s,
4759,980,思索,suǒ,思索 sīsuǒ think deeply,t,
4760,980,索性,suǒ," suǒxìng simply, just",s,
4761,980,索性,suǒ,"索性 suǒxìng simply, just",t,
4762,981,赵,Zhào,<family name>,s,
4763,981,趙,Zhào,<family name>,t,
4764,982,默,mò,silent,s,
4765,982,默,mò,silent,t,
4766,982,默默,mò, mòmò silently,s,
4767,982,默默,mò,默默 mòmò silently,t,
4768,982,沉默,mò, chénmò reticent,s,
4769,982,沉默,mò,沉默 chénmò reticent,t,
4770,982,幽默,mò, yōumò humor,s,
4771,982,幽默,mò,幽默 yōumò humor,t,
4772,983,徒,tú,"on foot, follower",s,
4773,983,徒,tú,"on foot, follower",t,
4774,983,徒弟,tú, túdi apprentice,s,
4775,983,徒弟,tú,徒弟 túdi apprentice,t,
4776,983,匪徒,tú, fěitú gangster,s,
4777,983,匪徒,tú,匪徒 fěitú gangster,t,
4778,984,架,jià,"frame, rack, shelf, put up, <classifier for planes, radios etc.>",s,
4779,984,架,jià,"frame, rack, shelf, put up, <classifier for planes, radios etc.>",t,
4780,984,一架飞机,jià, yí jià fēijī an aeroplane,s,
4781,984,一架飛機,jià,一架飛機 yí jià fēijī an aeroplane,t,
4782,984,书架,jià, shūjià bookshelf,s,
4783,984,書架,jià,書架 shūjià bookshelf,t,
4784,985,灯,dēng,lamp,s,
4785,985,燈,dēng,lamp,t,
4786,986,峰,fēng,mountain peak,s,
4787,986,峰,fēng,mountain peak,t,
4788,987,状,zhuàng,"(Equivalent:  状态 zhuàngtài, =状况 zhuàngkuàng) condition, state of affairs",s,
4789,987,狀,zhuàng,"(Equivalent:  狀態 zhuàngtài, =狀況 zhuàngkuàng) condition, state of affairs",t,
4790,988,款,kuǎn,fund,s,
4791,988,款,kuǎn,fund,t,
4792,989,移,yí,(Equivalent:  移动 yídòng) move,s,
4793,989,移,yí,(Equivalent:  移動 yídòng) move,t,
4794,989,转移,yí," shift, transform",s,
4795,989,轉移,yí,"轉移 shift, transform",t,
4796,989,移植,yí, transplant,s,
4797,989,移植,yí,移植 transplant,t,
4798,990,爸,bà,dad,s,
4799,990,爸,bà,dad,t,
4800,990,爸爸,bà, bàba daddy,s,
4801,990,爸爸,bà,爸爸 bàba daddy,t,
4802,991,托,tuō,"hold in the palm, rely on",s,
4803,991,托,tuō,"hold in the palm, rely on",t,
4804,991,委托,tuō, wěituō entrust,s,
4805,991,委托,tuō,委托 wěituō entrust,t,
4806,992,洪,hóng,"(Equivalent:  洪水 hóngshuǐ) flood, vast, <family name>",s,
4807,992,洪,hóng,"(Equivalent:  洪水 hóngshuǐ) flood, vast, <family name>",t,
4808,992,洪亮,hóng," hóngliàng loud and clear, magnanimity",s,
4809,992,洪亮,hóng,"洪亮 hóngliàng loud and clear, magnanimity",t,
4810,993,升,shēng,"liter, rise, ascend",s,
4811,993,升,shēng,"liter, rise, ascend",t,
4812,994,伙,huǒ,"<classifier for groups, crowds, bands etc.>, group of people. (Equivalent:  伙伴 huǒbàn) partner",s,
4813,994,伙,huǒ,"<classifier for groups, crowds, bands etc.>, group of people. (Equivalent:  伙伴 huǒbàn) partner",t,
4814,994,家伙,huǒ, jiāhuo fellow,s,
4815,994,家伙,huǒ,家伙 jiāhuo fellow,t,
4816,995,订,dìng,conclude (compare with 定 dìng decide),s,
4817,995,訂,dìng,conclude (compare with 定 dìng decide),t,
4818,996,毫,háo,"long fine hair, milli-",s,
4819,996,毫,háo,"long fine hair, milli-",t,
4820,996,毫不,háo, háobù not at all,s,
4821,996,毫不,háo,毫不 háobù not at all,t,
4822,997,狐,hú,狐狸 húli fox,s,
4823,997,狐,hú,狐狸 húli fox,t,
4824,998,镇,zhèn,"town, press down, calm, cool",s,
4825,998,鎮,zhèn,"town, press down, calm, cool",t,
4826,999,床,chuáng,bed,s,
4827,999,床,chuáng,bed,t,
4828,999,床单,chuáng, chuángdān sheet,s,
4829,999,床單,chuáng,床單 chuángdān sheet,t,
4830,999,河床,chuáng, river bed,s,
4831,999,河床,chuáng,河床 river bed,t,
4832,1000,互,hù,互相 hùxiāng each other,s,
4833,1000,互,hù,互相 hùxiāng each other,t,
4834,1000,相互,hù," xiānghù mutually, reciprocal",s,
4835,1000,相互,hù,"相互 xiānghù mutually, reciprocal",t,
4836,1001,套,tào,"set, cover",s,
4837,1001,套,tào,"set, cover",t,
4838,1001,手套,tào, glove,s,
4839,1001,手套,tào,手套 glove,t,
4840,1001,一套衣服,tào, yí tào yīfu a (full) suit (of clothing),s,
4841,1001,一套衣服,tào,一套衣服 yí tào yīfu a (full) suit (of clothing),t,
4842,1002,旅,lǚ,(Equivalent:  旅行 lǚxíng) travel,s,
4843,1002,旅,lǚ,(Equivalent:  旅行 lǚxíng) travel,t,
4844,1002,旅馆,lǚ, lǚguǎn inn,s,
4845,1002,旅館,lǚ,旅館 lǚguǎn inn,t,
4846,1002,旅行社,lǚ, lǚxíngshè travel agency,s,
4847,1002,旅行社,lǚ,旅行社 lǚxíngshè travel agency,t,
4848,1003,逃,táo,"(逃跑 táopǎo) escape, flee",s,
4849,1003,逃,táo,"(逃跑 táopǎo) escape, flee",t,
4850,1004,骂,mà,curse,s,
4851,1004,罵,mà,curse,t,
4852,1004,妈妈骂马吗,mà,? Māma mà mǎ ma? Does mama curse the horse?,s,
4853,1004,媽媽罵馬嗎,mà,媽媽罵馬嗎? Māma mà mǎ ma? Does mama curse the horse?,t,
4854,1005,输,shū,"transport, lose (compare with 赢 yíng win)",s,
4855,1005,輸,shū,"transport, lose (compare with 贏 yíng win)",t,
4856,1006,唱,chàng,sing,s,
4857,1006,唱,chàng,sing,t,
4858,1006,唱歌,chàng,,s,
4859,1006,唱歌,chàng,唱歌,t,
4860,1007,靖,jìng,"绥靖 suíjìng pacify, appease",s,
4861,1007,靖,jìng,"綏靖 suíjìng pacify, appease",t,
